temperature,humidity,rainfall,soil_moisture,plant_age_days,light_intensity,crop_type,risk_level
30.9,72.5,37.4,93.2,76,17.0,tomato,High
37.0,23.9,0.0,20.3,142,91.6,onion,Medium
42.4,34.7,0.1,45.4,102,91.3,wheat,Low
27.5,82.6,18.7,69.9,103,36.7,sugarcane,Medium
21.1,50.4,3.2,76.3,126,80.1,maize,Low
27.4,84.8,21.4,62.3,48,39.0,chili,High
14.1,44.5,0.4,36.4,156,70.7,potato,Low
14.4,55.2,2.0,33.8,132,73.7,soybean,Low
25.5,88.9,38.0,81.8,164,19.7,cotton,High
25.4,62.2,3.1,79.4,13,62.6,onion,Low
26.9,58.1,2.5,49.5,47,64.8,wheat,Low
30.9,81.3,23.7,77.3,72,27.8,chili,High
21.3,58.8,0.0,40.5,165,70.1,soybean,Low
25.9,73.3,8.2,65.9,91,76.7,sugarcane,Low
9.4,52.8,3.2,42.7,86,41.6,onion,Low
31.2,73.6,30.1,77.4,56,11.0,chili,Critical
39.8,33.0,0.4,55.5,29,91.6,wheat,Medium
28.0,71.9,6.9,74.1,111,55.3,onion,Low
23.4,70.7,6.6,69.4,124,71.9,maize,Low
25.4,83.3,31.0,82.2,21,15.0,soybean,Critical
21.4,56.2,2.5,47.8,84,52.0,soybean,Low
31.1,23.1,3.1,66.9,129,74.8,rice,Low
26.3,95.1,35.9,68.3,40,12.7,rice,Critical
16.4,38.5,0.6,76.1,65,72.6,wheat,Low
31.6,32.6,2.9,39.0,33,90.1,potato,Low
35.8,38.2,1.7,61.4,18,88.2,tomato,Low
16.5,57.9,5.5,60.3,104,81.3,potato,Low
10.2,64.9,5.1,74.2,169,69.7,tomato,Low
25.1,47.7,2.9,69.5,30,68.4,rice,Low
24.6,76.0,1.1,28.2,169,46.9,sugarcane,Medium
37.2,25.1,2.9,61.1,157,88.7,soybean,Low
31.4,39.7,0.0,33.5,151,80.8,chili,Low
42.2,37.2,0.0,77.5,27,73.5,rice,Medium
30.5,80.2,2.8,37.3,73,63.7,rice,Low
24.7,76.7,3.8,21.7,42,55.5,chili,High
34.2,36.7,0.3,62.5,103,70.3,chili,Low
10.5,67.6,1.5,62.6,158,72.2,maize,Low
24.2,62.5,8.4,90.7,91,64.1,onion,Low
25.5,77.0,12.7,92.4,97,60.7,cotton,Medium
21.8,55.6,3.9,67.9,167,67.4,maize,Low
31.9,27.3,0.0,46.5,15,100.0,rice,Low
22.7,76.1,4.4,53.8,74,61.3,chili,Low
39.4,33.6,2.3,21.6,89,91.0,maize,Medium
16.1,69.4,0.0,55.7,73,70.3,soybean,Low
21.8,43.6,3.4,71.8,59,50.3,rice,Low
26.8,89.0,17.6,65.7,58,32.3,rice,High
20.8,48.5,3.8,27.9,159,64.9,soybean,Low
32.6,38.3,1.0,57.8,116,92.8,onion,Low
31.1,87.2,32.5,70.2,26,26.8,wheat,High
13.9,48.6,1.5,50.8,16,53.7,chili,Low
22.2,77.3,3.4,47.8,174,46.0,onion,Medium
23.6,87.2,34.2,67.4,52,25.1,rice,Critical
25.0,42.5,1.1,77.9,173,72.7,wheat,Low
19.0,66.4,0.0,71.5,53,48.7,maize,Medium
25.9,69.9,8.6,74.8,126,65.5,potato,Medium
28.7,75.5,6.2,89.7,166,71.4,chili,High
28.6,67.1,3.2,76.1,161,65.2,soybean,Medium
26.0,83.0,37.1,72.1,170,16.8,potato,High
25.0,80.4,23.9,76.4,173,33.7,soybean,High
26.5,72.9,6.6,83.3,27,68.2,soybean,Low
31.7,29.5,1.8,41.5,9,65.1,cotton,Low
33.5,83.4,27.3,87.0,16,33.3,cotton,High
25.9,53.3,2.8,78.5,33,75.7,onion,Low
25.4,79.8,21.3,85.6,132,29.6,wheat,High
37.2,42.6,0.0,40.5,126,74.1,wheat,Low
24.9,76.2,6.7,91.4,109,57.4,sugarcane,Medium
20.9,63.3,3.4,46.0,47,58.0,onion,Low
32.2,96.5,37.2,85.3,82,28.4,cotton,High
9.7,71.2,2.9,59.1,163,62.9,sugarcane,Low
36.6,19.2,1.2,25.6,59,89.0,soybean,Medium
17.9,39.1,3.4,79.2,113,68.9,onion,Low
19.9,54.8,1.1,68.3,65,51.5,sugarcane,Low
33.4,43.0,1.1,51.0,88,64.0,maize,Low
28.4,82.4,23.0,78.4,178,14.3,chili,High
26.5,77.8,9.0,65.1,46,57.8,maize,Medium
31.8,85.8,26.9,64.2,33,44.8,cotton,High
11.7,72.1,0.0,45.3,155,46.5,maize,Low
31.5,42.3,0.2,74.0,120,57.5,tomato,Low
29.2,61.4,7.2,63.1,88,46.3,soybean,Low
38.8,32.8,1.3,54.3,11,73.7,soybean,Medium
33.4,89.6,33.9,91.4,133,30.9,tomato,High
29.4,81.9,25.7,61.6,155,8.2,cotton,High
13.1,52.5,1.6,31.0,41,48.2,rice,Low
29.6,46.0,2.0,42.5,71,70.6,soybean,Low
25.7,80.9,32.2,79.4,123,13.5,wheat,High
26.3,93.2,26.0,89.6,26,31.8,potato,Critical
41.0,27.1,2.9,20.1,15,78.5,onion,Medium
30.8,39.3,1.8,70.4,154,71.0,tomato,Low
24.5,76.6,31.7,67.4,115,32.9,tomato,Medium
24.6,60.6,3.1,58.8,39,52.7,sugarcane,Low
23.3,71.2,6.6,82.8,171,52.4,rice,Low
25.8,92.6,14.5,73.0,123,50.5,chili,Medium
21.9,68.6,8.3,68.2,61,74.2,potato,Low
29.3,74.6,9.2,66.0,131,64.3,tomato,Low
31.3,27.3,1.3,70.9,54,97.3,potato,Low
21.0,69.7,3.4,36.4,109,68.7,onion,Low
25.4,74.3,3.5,31.7,105,54.9,onion,Low
43.0,32.6,0.7,45.9,127,70.8,rice,Low
22.6,72.2,4.7,66.5,23,44.0,rice,Low
22.4,78.8,35.6,61.9,118,19.8,chili,Critical
21.4,62.4,6.4,87.6,158,60.6,maize,Low
27.5,68.6,10.3,60.4,31,59.8,chili,Low
42.5,31.4,0.5,23.6,16,63.3,wheat,High
20.7,58.3,3.9,60.7,173,57.6,sugarcane,Low
38.1,25.4,1.1,31.4,92,100.0,rice,Low
23.2,55.7,2.4,33.2,131,52.0,chili,Low
37.0,32.5,2.3,31.1,107,66.7,rice,Medium
10.3,43.0,3.6,37.0,55,71.8,wheat,Low
19.4,48.6,1.3,28.2,178,31.7,potato,Low
30.2,27.6,0.5,27.1,21,100.0,sugarcane,Low
30.9,37.0,2.0,71.3,53,86.2,cotton,Low
30.1,83.1,28.4,81.5,174,23.4,potato,High
26.5,67.1,5.3,76.6,131,71.7,cotton,Low
24.3,90.8,16.8,68.9,100,20.7,maize,Medium
38.3,29.2,0.0,44.5,115,77.7,wheat,Low
23.8,77.9,11.7,92.4,75,46.5,soybean,Medium
25.9,79.4,19.3,66.7,75,39.2,wheat,Medium
9.5,51.3,0.4,59.2,125,49.8,onion,Low
23.6,62.6,5.6,87.7,92,68.5,cotton,Low
36.5,42.9,1.9,70.1,173,71.8,soybean,Low
34.2,36.7,1.0,29.2,40,92.4,sugarcane,Medium
29.3,61.2,4.3,25.6,82,47.8,maize,Low
29.5,21.4,0.9,51.5,173,68.4,wheat,Low
34.5,35.7,2.2,27.8,57,76.5,rice,Medium
15.9,54.8,3.7,32.1,75,64.3,potato,Low
36.2,45.2,0.4,40.8,121,87.1,soybean,Low
27.4,63.3,9.1,84.4,51,67.3,tomato,Low
42.4,26.7,0.5,44.7,131,61.1,rice,Low
32.8,91.0,19.1,60.9,123,26.3,onion,Low
22.5,68.3,4.3,49.1,123,72.6,chili,Low
28.6,85.1,34.9,66.2,30,8.0,wheat,Critical
31.7,74.8,16.4,84.4,118,36.2,cotton,Low
26.9,76.0,33.4,67.0,66,9.8,onion,High
22.4,67.4,1.5,44.9,16,69.3,rice,Low
12.9,65.0,1.3,30.4,87,45.8,wheat,Low
36.5,23.4,0.0,50.0,158,63.5,soybean,Medium
34.5,37.3,2.3,58.1,49,61.4,wheat,Medium
25.5,84.6,28.7,60.7,64,4.2,chili,High
12.2,43.4,0.0,22.3,169,55.1,wheat,Low
10.8,49.7,3.7,70.8,63,59.8,chili,Low
9.4,58.4,0.6,51.3,102,57.0,sugarcane,Low
25.1,62.7,3.2,34.2,57,44.4,wheat,Low
26.6,69.3,3.4,32.1,167,65.3,wheat,Low
23.3,65.8,6.1,75.0,102,59.4,sugarcane,Low
20.8,51.7,1.4,40.0,23,65.6,wheat,Low
22.8,84.5,36.6,70.8,130,43.0,potato,High
31.6,84.3,27.3,77.8,94,22.7,maize,High
29.6,74.8,8.8,65.2,170,62.3,rice,Low
30.5,73.4,7.6,73.9,103,54.4,maize,Low
38.3,20.0,1.7,65.1,110,86.4,onion,Low
29.4,75.1,33.4,88.6,48,17.1,wheat,Critical
27.2,76.1,8.5,79.8,120,60.0,soybean,High
32.4,19.3,2.7,72.1,32,92.6,potato,Low
27.7,78.9,29.6,83.3,6,20.8,soybean,Critical
26.2,82.6,38.7,75.0,159,38.4,rice,Medium
44.3,35.9,0.9,63.5,107,77.7,sugarcane,Medium
29.9,87.2,33.5,78.0,126,34.9,cotton,High
28.9,97.3,30.0,72.2,25,8.8,sugarcane,Critical
29.5,79.8,23.8,77.4,37,20.8,chili,Critical
25.3,72.2,4.9,26.3,27,55.4,onion,Medium
40.2,29.6,0.2,28.1,175,76.2,rice,Low
22.4,68.4,1.9,59.2,102,53.4,wheat,Low
28.6,63.2,2.6,54.4,34,56.9,onion,Low
27.7,87.9,23.6,78.2,37,36.6,soybean,Medium
35.2,28.2,1.4,56.1,42,90.6,maize,Medium
17.0,77.0,5.9,62.1,101,61.9,rice,Low
40.7,45.0,3.3,63.6,129,70.4,sugarcane,Low
31.9,77.7,30.0,84.5,54,17.7,cotton,High
21.2,82.1,3.2,28.3,152,64.7,onion,Medium
31.1,38.7,1.3,42.6,42,76.5,cotton,Low
45.6,29.1,1.5,57.6,43,82.8,soybean,Low
26.2,77.9,4.6,71.9,123,69.4,potato,Low
19.2,43.7,0.0,54.4,155,40.5,soybean,Low
33.9,44.3,0.0,31.1,142,70.8,wheat,Low
22.9,68.5,4.8,65.2,36,65.7,rice,Low
43.2,40.6,0.7,53.7,27,55.1,wheat,Low
29.9,85.8,22.7,91.7,137,19.0,rice,Critical
29.9,73.2,6.2,61.3,65,62.8,cotton,Low
23.1,58.1,2.7,35.3,145,64.8,cotton,Low
25.6,61.0,7.0,66.7,170,50.0,soybean,Low
38.6,38.5,0.0,61.0,33,63.8,sugarcane,Low
24.6,66.6,2.8,67.0,31,47.4,wheat,Low
38.2,37.4,0.0,56.4,74,76.6,wheat,Low
33.4,42.2,0.9,61.2,7,91.4,soybean,Low
30.3,42.0,0.1,62.4,112,93.4,cotton,Low
19.5,58.6,3.3,66.2,109,59.8,chili,Low
24.7,87.8,12.0,93.7,7,63.6,wheat,High
27.1,72.1,1.9,62.8,6,53.8,cotton,Medium
13.3,57.4,3.1,60.5,48,63.1,onion,Low
29.3,33.6,0.6,35.0,178,73.4,potato,Low
24.8,75.3,27.2,78.0,169,44.9,onion,High
19.6,57.7,3.1,26.1,7,57.9,maize,Low
29.9,22.9,1.8,42.5,106,75.1,chili,Low
14.8,54.1,1.3,26.6,55,51.0,onion,Medium
23.5,76.9,32.4,74.7,35,35.4,tomato,Medium
20.2,59.5,4.7,27.6,10,81.6,cotton,Medium
30.4,86.3,39.2,62.9,129,13.4,sugarcane,High
34.2,45.5,0.0,62.1,31,95.3,onion,Low
34.0,20.4,0.0,45.6,42,70.0,onion,Low
24.7,64.7,4.2,26.6,82,54.8,rice,Low
23.8,64.7,2.4,48.3,78,52.9,sugarcane,Low
23.7,50.5,0.5,64.6,97,65.0,cotton,Low
13.1,46.5,0.0,69.0,172,36.7,maize,Low
33.6,86.3,33.9,79.3,112,27.5,wheat,High
20.4,68.8,0.0,30.0,10,65.8,tomato,Low
36.8,78.1,34.3,65.8,24,19.0,tomato,High
24.4,66.7,0.8,47.3,136,47.3,onion,Low
31.2,28.3,1.6,75.6,76,64.0,tomato,Low
29.2,91.3,9.3,93.1,26,40.3,tomato,High
28.1,70.1,2.0,78.3,70,58.4,cotton,Low
28.0,73.4,28.2,69.4,88,21.2,onion,Medium
33.6,36.7,1.2,31.3,50,70.9,soybean,Low
39.0,24.7,0.5,47.3,67,61.7,chili,Low
37.1,37.9,0.0,27.9,16,93.7,onion,Medium
11.9,68.6,6.1,67.1,26,58.6,wheat,Low
34.0,32.1,1.8,37.8,144,83.2,chili,Low
23.5,68.2,2.8,61.2,103,69.0,onion,Low
37.7,28.0,0.0,73.7,26,66.1,chili,High
29.5,36.2,0.0,72.5,94,89.0,maize,Low
24.5,61.5,4.7,46.8,104,43.5,sugarcane,Low
22.0,80.0,20.9,74.8,131,26.7,chili,High
37.7,36.4,2.0,25.0,103,72.3,sugarcane,Medium
38.5,45.1,0.0,74.7,20,92.3,soybean,Low
19.9,58.5,1.4,77.7,35,49.7,cotton,Low
27.2,58.1,1.9,21.8,45,62.1,cotton,Low
29.2,92.4,32.8,85.3,110,31.1,wheat,High
28.6,80.8,32.4,93.2,179,35.0,chili,High
21.5,57.2,4.8,23.4,163,81.6,tomato,Low
42.6,21.3,0.0,29.9,102,77.2,soybean,Medium
8.9,37.7,0.0,20.7,157,49.5,potato,Low
36.3,26.1,0.8,22.9,16,89.1,tomato,High
25.3,53.8,2.7,26.1,133,43.1,sugarcane,Low
26.7,94.7,19.4,93.3,28,41.1,cotton,High
43.3,36.6,1.0,41.6,79,88.2,cotton,Medium
31.4,76.2,28.8,63.4,132,30.1,soybean,High
28.3,85.3,12.8,69.0,122,41.9,tomato,Medium
17.2,70.6,3.9,71.4,109,51.8,chili,Low
15.1,58.1,4.3,62.0,67,62.1,sugarcane,Low
26.8,88.2,36.0,76.3,94,40.1,onion,Medium
21.3,95.5,31.9,77.0,159,13.9,chili,Critical
27.4,84.8,29.1,62.2,102,29.2,chili,Critical
27.4,46.1,0.1,24.9,108,87.1,chili,Low
25.4,74.6,3.5,31.9,47,66.2,chili,Low
40.8,34.2,1.0,54.7,175,85.0,onion,Low
21.4,60.4,5.8,90.3,132,78.3,cotton,Medium
21.3,34.7,1.2,64.7,60,60.2,soybean,Low
28.0,60.3,4.2,68.8,99,80.9,potato,Low
30.0,85.0,20.8,92.4,34,17.9,onion,Critical
23.9,68.1,3.5,76.3,163,59.5,chili,Low
24.2,76.6,32.3,80.3,133,21.9,wheat,High
23.6,61.6,2.1,44.8,123,44.4,rice,Low
28.7,88.3,29.7,68.5,177,28.2,soybean,High
25.2,93.7,33.9,68.5,115,36.1,soybean,High
30.2,89.5,40.4,68.1,116,20.2,soybean,High
29.9,81.9,15.5,60.9,28,12.1,cotton,Critical
29.2,89.7,10.5,66.5,96,56.4,cotton,Medium
14.6,60.1,1.9,57.6,41,44.9,potato,Low
25.7,88.8,37.3,73.7,58,8.1,wheat,High
24.5,79.6,23.7,66.3,46,19.0,chili,Critical
25.0,76.3,30.7,66.7,36,6.4,maize,High
28.2,80.2,37.5,69.4,37,13.0,rice,Medium
17.6,57.6,5.6,93.7,76,53.1,sugarcane,Medium
13.4,57.6,1.6,56.4,32,50.5,wheat,Low
28.7,95.0,22.1,72.3,140,36.9,sugarcane,Medium
23.9,86.9,11.6,60.3,36,47.2,rice,Low
23.6,66.6,4.6,76.8,160,56.6,potato,Low
24.1,66.1,2.1,27.4,35,56.9,wheat,Medium
38.5,23.5,0.4,22.2,108,94.4,soybean,High
28.9,91.9,22.2,79.5,25,24.5,onion,Critical
23.0,58.2,0.0,69.5,17,54.1,soybean,Low
34.0,75.8,12.3,94.6,142,43.6,cotton,Medium
23.3,96.3,28.8,80.4,40,34.0,tomato,Critical
35.4,44.4,0.8,54.7,66,75.2,wheat,Low
19.2,64.9,6.9,84.3,57,67.4,sugarcane,Low
23.9,76.5,4.0,50.8,140,66.9,wheat,Low
44.6,27.2,2.4,31.3,107,75.6,chili,Low
21.9,78.6,4.4,31.2,122,50.2,tomato,Medium
14.5,70.6,1.3,42.2,74,58.4,chili,Low
26.4,69.2,5.6,61.7,179,59.8,rice,Low
32.1,86.8,19.5,63.5,105,34.9,wheat,Low
24.1,63.1,6.7,76.7,164,60.4,tomato,Low
37.9,24.2,2.3,78.5,50,56.1,potato,Low
39.8,41.0,0.4,54.0,9,64.7,wheat,Low
38.8,43.8,1.7,49.2,174,75.9,onion,Low
20.2,81.6,9.5,69.4,33,56.5,sugarcane,Low
28.5,75.4,4.9,31.6,27,73.2,cotton,Medium
33.9,89.8,24.7,72.2,178,16.4,soybean,Medium
15.2,55.7,0.0,37.3,93,63.7,tomato,Low
31.2,74.1,3.8,68.0,21,61.1,rice,Medium
24.5,77.1,10.6,83.3,133,27.7,tomato,High
41.2,36.7,1.6,34.9,95,59.2,onion,Low
29.4,91.9,22.7,68.8,56,37.2,soybean,Medium
35.8,37.7,0.0,51.6,40,84.7,soybean,Low
22.6,72.6,9.0,81.5,40,50.9,sugarcane,Low
35.0,45.5,3.6,20.4,176,68.2,tomato,Low
20.9,81.8,27.8,64.3,20,27.6,chili,Critical
27.1,94.0,15.2,70.9,165,10.3,maize,Medium
31.4,18.8,0.0,43.4,118,58.8,chili,Low
19.8,64.6,3.4,27.4,162,67.6,wheat,Low
32.4,35.3,0.3,36.5,175,92.3,cotton,Medium
28.2,79.1,12.6,91.3,171,25.6,soybean,High
35.2,36.6,3.5,43.4,139,89.6,sugarcane,Low
36.0,32.3,1.6,75.4,82,86.6,wheat,Medium
31.3,74.1,7.5,93.4,155,66.0,chili,Medium
25.7,65.5,5.8,94.3,64,58.1,sugarcane,Medium
28.2,82.4,21.6,75.5,23,10.1,potato,Critical
30.0,86.7,39.1,83.8,117,16.1,sugarcane,High
34.3,21.9,0.0,52.8,150,74.2,soybean,Low
12.2,52.7,3.1,41.4,95,53.3,wheat,Low
23.1,68.6,8.4,78.9,158,60.1,wheat,Low
38.9,35.2,1.1,54.5,141,69.4,rice,Medium
12.3,41.2,1.9,45.3,91,76.6,onion,Low
24.6,65.2,1.7,24.4,131,31.5,potato,High
23.3,65.1,0.0,26.2,15,65.8,rice,Medium
36.3,42.3,2.3,52.1,55,91.2,chili,Low
20.1,74.2,4.4,41.1,99,43.6,rice,Low
29.4,61.5,5.3,94.7,16,54.3,sugarcane,Medium
24.8,83.2,28.9,76.8,106,39.3,rice,High
25.9,88.3,36.0,92.9,82,17.4,wheat,Critical
13.1,58.4,2.6,70.5,40,76.0,potato,Low
32.7,37.6,2.3,77.2,121,78.4,onion,Medium
19.3,50.0,4.2,22.7,118,60.2,tomato,Low
22.9,66.5,6.2,92.3,91,66.2,potato,Medium
37.1,30.1,0.0,53.2,32,89.0,maize,Low
24.7,60.2,6.6,69.8,8,59.1,tomato,Low
13.6,49.7,2.7,38.4,36,73.8,potato,Low
22.4,40.5,0.0,23.5,109,67.8,sugarcane,Low
23.7,52.9,3.1,59.4,163,60.2,maize,Low
30.2,87.1,18.8,94.1,71,37.4,potato,High
29.2,84.9,25.8,74.6,179,14.9,sugarcane,Critical
10.5,54.7,1.4,21.9,164,74.3,soybean,Low
26.1,77.4,33.7,89.1,101,30.8,cotton,High
35.4,21.9,2.1,64.0,145,88.8,rice,Low
28.6,85.6,15.7,68.1,97,31.0,onion,Medium
24.8,85.8,12.0,81.2,128,33.8,sugarcane,Low
41.8,29.9,0.5,24.9,35,85.5,maize,Medium
34.6,38.7,2.3,62.7,146,70.8,soybean,Low
22.4,66.6,6.8,68.5,147,57.4,rice,Low
27.5,84.8,13.2,91.9,119,54.9,tomato,Medium
19.0,60.5,1.4,55.6,6,69.9,soybean,Low
22.8,73.1,10.2,78.1,149,60.9,sugarcane,Low
14.5,50.3,4.6,36.7,137,72.8,soybean,Low
11.3,49.7,2.8,65.2,160,74.0,maize,Low
24.3,91.8,36.8,77.1,6,30.1,cotton,High
15.5,60.6,3.0,46.7,35,40.7,rice,Low
21.6,42.8,4.3,47.2,75,66.3,cotton,Low
27.9,89.9,38.2,89.3,174,31.0,onion,High
28.2,33.6,0.0,27.9,77,69.2,rice,Low
32.4,26.8,0.0,34.1,154,77.1,wheat,Low
24.6,64.5,2.1,26.7,61,59.9,cotton,Low
28.4,66.3,5.5,87.1,37,69.7,tomato,Low
27.9,60.3,9.5,71.1,177,56.1,chili,Low
25.4,70.7,3.6,54.4,61,60.0,soybean,Low
13.1,56.8,1.8,23.8,146,68.9,wheat,Low
34.7,35.1,2.0,44.8,89,100.0,rice,Low
30.3,86.6,33.5,87.0,166,11.0,rice,Critical
28.7,91.8,13.9,77.7,23,19.4,potato,High
26.8,87.0,27.4,74.9,87,26.6,rice,High
14.6,61.9,2.2,36.7,148,80.8,rice,Low
37.6,43.8,0.0,43.8,11,82.3,onion,Low
22.3,65.0,8.9,80.8,130,53.9,potato,Low
31.7,28.1,2.5,36.1,6,58.9,chili,Low
25.2,70.5,5.7,92.2,25,73.9,potato,Medium
25.7,91.6,40.1,77.1,139,8.5,cotton,High
24.6,69.0,8.8,79.7,100,59.9,onion,Low
19.2,40.7,5.2,85.0,139,70.4,potato,Low
27.5,97.9,10.0,71.6,122,20.6,chili,High
27.6,86.8,39.2,85.5,154,22.6,cotton,High
26.8,62.4,7.3,63.6,149,56.6,sugarcane,Low
16.1,59.4,2.1,67.0,5,67.5,soybean,Low
30.6,83.4,12.3,74.9,117,31.7,potato,Low
37.0,26.9,1.4,77.3,59,70.7,wheat,Low
37.9,38.4,0.4,72.0,11,72.0,tomato,Medium
21.0,78.3,5.0,41.7,118,54.5,sugarcane,Medium
26.6,99.1,25.9,76.8,169,29.7,potato,Critical
20.2,71.8,2.9,65.0,126,76.0,tomato,Low
28.5,79.2,32.5,62.0,35,20.7,onion,High
24.2,45.4,4.1,63.3,155,70.7,wheat,Low
28.4,91.7,12.5,66.0,26,43.9,sugarcane,High
24.1,75.1,4.1,54.0,27,55.2,onion,High
27.7,81.3,29.4,82.3,60,31.8,chili,Medium
23.6,60.9,3.4,36.7,50,52.7,potato,Low
17.0,43.9,4.8,54.7,95,49.1,maize,Low
32.8,38.1,1.2,32.4,78,82.9,chili,Medium
11.6,51.7,1.3,48.0,40,52.3,onion,Low
28.9,73.0,16.4,92.0,52,18.7,maize,High
35.8,40.8,0.0,35.2,67,73.5,tomato,Low
11.9,68.6,7.0,74.0,152,40.8,soybean,Low
39.8,41.2,2.7,59.8,38,100.0,rice,Low
21.2,42.5,3.1,24.8,83,67.3,wheat,Low
35.1,32.2,2.1,61.2,145,64.1,potato,Low
23.5,76.6,8.4,85.6,177,54.9,soybean,Medium
24.6,83.1,2.7,40.4,97,53.8,soybean,Medium
26.7,78.5,23.7,70.9,77,17.2,soybean,High
27.3,82.4,26.9,83.0,30,26.0,chili,High
14.0,55.0,3.1,35.5,113,65.3,cotton,Low
26.6,72.2,10.3,90.5,103,62.6,wheat,Medium
13.1,63.9,0.0,23.0,98,55.5,maize,Low
12.9,66.7,3.1,37.9,88,44.9,maize,Low
24.2,65.7,8.0,68.5,163,58.7,rice,Medium
22.1,72.9,8.0,71.8,25,60.7,onion,Low
24.2,89.1,10.8,69.1,151,65.2,soybean,Medium
40.8,26.6,1.6,60.3,133,75.0,tomato,Low
7.4,47.1,0.0,33.3,29,60.3,tomato,Low
10.8,55.2,1.1,75.8,126,64.9,rice,Low
23.4,73.4,3.4,78.1,151,53.7,sugarcane,Low
11.2,45.4,2.7,30.0,154,47.9,chili,Low
20.1,55.4,2.9,32.7,60,65.6,rice,Low
14.6,66.4,0.6,36.7,158,61.3,wheat,Low
21.0,68.2,8.6,78.6,5,57.5,sugarcane,Low
26.9,70.4,4.8,28.3,62,52.3,sugarcane,Low
24.5,66.5,7.1,73.6,172,46.6,maize,Low
41.2,44.3,2.4,23.9,80,68.6,onion,Low
38.7,31.2,1.5,34.7,45,88.8,chili,Low
29.1,82.6,22.8,64.2,142,44.5,wheat,High
24.7,96.7,35.5,82.0,135,36.6,onion,High
31.4,78.7,7.1,71.9,173,51.4,chili,Medium
9.6,65.0,3.4,39.8,118,49.5,potato,Low
15.7,41.6,1.6,38.4,79,59.2,chili,Low
25.2,76.5,4.5,21.7,63,67.6,tomato,Medium
14.1,55.5,3.2,58.6,93,75.4,potato,Low
14.4,64.2,0.8,40.5,21,53.9,onion,Low
32.1,44.9,0.6,70.4,8,100.0,tomato,Low
36.0,33.2,2.2,72.4,142,78.6,onion,Medium
26.6,77.1,7.1,66.2,121,64.2,rice,Medium
29.7,95.3,12.9,76.7,153,33.1,tomato,Medium
25.7,75.8,12.9,70.5,129,34.5,wheat,Medium
28.3,65.3,4.4,57.9,131,50.2,wheat,Low
27.7,76.6,3.8,26.7,117,64.1,sugarcane,High
22.1,53.4,3.8,58.3,92,75.2,rice,Low
33.4,29.1,0.7,32.6,161,81.8,onion,Low
26.7,75.7,9.3,68.0,73,69.5,potato,Low
30.4,63.6,8.2,73.8,149,53.9,tomato,Low
33.4,84.9,30.5,70.3,70,9.6,soybean,Medium
27.0,83.6,16.2,62.6,32,41.5,sugarcane,Medium
32.3,79.5,8.7,73.1,155,67.7,maize,Medium
28.8,96.3,14.4,88.9,110,39.2,wheat,High
34.8,29.2,2.4,66.3,40,85.4,maize,Low
22.1,66.4,0.8,60.7,55,57.7,wheat,Low
30.0,27.5,0.8,53.9,9,86.3,rice,Low
19.2,59.2,1.2,29.5,141,65.8,rice,Low
26.5,79.9,3.7,59.0,43,47.1,maize,Medium
36.5,40.4,1.5,57.4,6,83.4,wheat,Low
23.4,72.7,5.4,91.3,95,69.2,sugarcane,Medium
33.3,24.6,1.3,77.3,94,64.6,maize,Low
34.0,26.3,1.8,27.4,117,100.0,potato,Medium
27.4,77.7,22.9,63.2,36,23.4,soybean,Critical
29.2,83.8,20.2,88.0,28,36.9,onion,Critical
25.7,62.3,6.8,89.3,84,64.7,sugarcane,Low
43.6,20.3,0.2,22.7,87,96.9,tomato,High
37.6,38.6,3.2,37.6,174,98.0,potato,Low
29.6,36.1,2.8,49.9,12,82.4,soybean,Low
28.3,65.1,7.2,92.0,41,60.0,tomato,Medium
32.5,21.4,1.7,46.4,142,50.4,maize,Low
22.3,78.8,28.8,77.2,127,36.6,maize,High
33.9,42.9,2.6,33.6,68,87.3,cotton,Low
17.9,54.9,4.1,42.5,113,39.6,cotton,Low
29.6,76.4,7.1,80.0,7,71.3,rice,High
16.4,46.3,4.2,59.3,76,58.7,chili,Low
14.9,66.6,0.0,45.6,98,74.6,cotton,Low
34.9,22.1,2.1,79.1,146,81.4,rice,Medium
36.8,45.5,1.7,51.5,95,77.0,onion,Low
29.5,95.6,25.6,90.1,167,16.6,cotton,Critical
33.4,72.6,3.8,39.3,124,82.9,cotton,Low
23.8,74.9,31.7,65.0,40,31.6,tomato,Medium
25.2,71.4,9.1,64.3,107,55.7,potato,Low
33.5,30.1,0.1,48.3,158,90.1,maize,Low
21.8,77.7,7.4,63.9,70,83.0,wheat,Medium
28.9,72.7,8.1,93.6,159,77.2,chili,Medium
24.3,74.4,7.2,83.3,112,56.8,chili,Low
14.2,50.5,1.2,53.6,129,40.2,tomato,Low
20.7,64.4,1.6,60.4,153,56.0,onion,Low
28.4,72.1,3.6,68.8,107,53.4,maize,Low
34.3,21.9,1.7,41.5,69,90.8,rice,Low
24.6,44.7,3.1,53.5,58,71.5,sugarcane,Low
19.5,43.9,1.8,69.7,86,65.9,soybean,Low
28.2,82.0,21.3,91.4,117,28.3,wheat,Critical
19.8,90.6,26.0,67.0,24,27.8,sugarcane,High
29.9,69.2,1.6,56.8,80,74.8,wheat,Low
28.3,70.2,4.8,46.4,62,54.4,potato,Low
30.2,35.9,0.6,31.2,110,86.0,potato,Low
27.7,79.5,3.9,52.4,86,68.8,maize,Low
35.3,35.8,3.0,52.1,126,100.0,wheat,Medium
23.1,51.1,1.4,55.5,132,69.5,potato,Low
